"user_id","u_average_stars","u_votes_funny","u_votes_useful","u_votes_cool","u_review_count"
"O34JOMKDtXk0Qbk_yCWHTQ",1.5,0,3,1,4
"o3Gt1TWOjeyvMjaedoIqIA",5,0,0,0,1
"o4FO1hIiS4W2-i2QImJu0Q",5,0,0,0,1
"o4mzRnNMeLIvWeCRM78cGw",2,0,1,0,1
"O7lCZvfLCUDupjgL6C_O8w",5,0,2,0,2
"O7LlFfU5iImfXuBB-pftyA",2.36363636363636,47,69,56,11
"oAILsj474ypWoCgF4X-_2A",3,0,0,0,1
"OAlUfbiwOv1ABDAzOgRjdA",3,0,0,0,1
"oAX_JHBDTcvtdh9Ck-SoyA",4.33333333333333,0,0,0,3
"oaz8Fhe38u2DbeTguvLkPA",3.33333333333333,2,2,2,3
"OCiyaqz1BlfgddS6Lp0S6g",2.5,0,4,1,4
"ocLSecaRLhCTp9WhUXwN0Q",2,0,2,0,1
"OcrBYYHdmG5siBi1wUkoYw",3.5,0,1,0,2
"octkCjvkVaLVdtGPFEWsig",3,0,1,1,1
"Od-H9HkTG4PgWGJP4_pFGw",3.625,0,7,0,8
"oDIUDsw1lL-pXDpVk7L8AQ",1,0,1,0,1
"OdM07OfjKUkb6mpGQQETMA",5,0,1,0,1
"ODzzv4W_ROoY-nOCmvybqw",3.66666666666667,2,5,3,18
"OEiokVqgAI1UUE_er_gpAQ",5,0,2,1,2
"OflPzUUfJp5Tza8R5pJq_A",5,0,4,2,2
"oFNEsNspEwj7qyXBumwA8g",5,0,2,0,2
"ofOuOdYdTtCu8I8ndKc9zg",3,2,1,1,3
"Og1RDwM8WwA1ZUxRvPXcOw",4.4,19,39,29,10
"OGrOb2S0XsdO3FbxLRt2dA",5,0,1,0,1
"ogsX7u6QyU6T_LSg-98qEQ",4.25,1,1,1,4
"ohmfeuhYeCAx4H5BAS4eNA",4,0,0,0,1
"Ohp8vOldF2J_5ZdmtOy-XA",4,0,2,0,3
"OHVMxQFtT0eU9geORhLxqA",4,0,0,0,1
"ojA8y6WEG8IlXzdmu4ldAg",5,1,2,0,1
"okg9cYW3_ksz6vd1_OUBMQ",2.5,0,2,0,2
"om7zgnSTJJReOk0dKozt0w",4.5,0,2,0,2
"omh7lD4jDqIc-6lZy0JWGw",4.3,0,3,3,10
"oNF84HkTTH7mjxCiaevuww",4.33333333333333,0,0,0,3
"OnnJUhgABaBiC6Sh0hDkrg",3.66666666666667,7,8,6,3
"onWc8uutW3q9q8KYdxqvZA",3.41666666666667,4,7,1,12
"OOAeidumxAE8fvEjIbxdrw",5,0,1,0,1
"OOzsB8nI8MgD5G-egvstGw",4,0,0,0,1
"OPPth-AWRY8S2PGbxEK9iw",4.25,0,9,0,8
"Oq_pS3BSpvBYieKI924SrQ",1,0,0,0,1
"oR0d2DltBHJxLcfhcrrmhw",4.33333333333333,0,1,0,3
"ORef2zSpoCwGsLqS3OUykQ",3,0,0,0,2
"oS8poxa_NlItn9JcC7_bxQ",1,0,0,0,1
"ot5qn5WO6-QEtum3V_Ns-g",4,0,1,0,1
"OtG4_P0LErlbtzzz4gFYfg",4,0,1,1,2
"OVoUEUPgwmFchNZgtQgf-Q",2.33333333333333,0,3,3,3
"oW1udr2ah28rE6mtnHsjlg",5,0,0,0,1
"owjOFpWNmTLldIsrVYCgKQ",1,0,1,0,1
"ox9aEGJAhuKQTR3IirnpRQ",3.5,0,2,0,2
"OXHp26cekre_S3UWeRB2Ow",2.5,0,1,0,2
"Oz0XuMILEjSFoQ8na4k0Wg",3.80952380952381,19,41,28,21
"OzuszoWwjutP9m8Eaf3nYw",1,0,0,0,1
"P-9g9-6OriX0ElKpZknUKA",3.86666666666667,0,2,0,15
"P1FvL2GEPJwJDmC1Ke5irw",4.25,0,0,0,4
"p3mKmLQUnJYz5YKoWllv2A",5,1,1,1,2
"p4b5OAEp39fRr39SaR5jQQ",5,0,0,0,1
"p4nM3nMNFDqrFTh4fRsFzA",4,1,0,1,2
"p5UzjDP2fgU9eOxjmBpzpQ",3.33333333333333,0,3,1,3
"p60LV4-we31joKm4bH9d0A",4,0,0,0,1
"p6Os13EIOkUOUK5pzd0-ag",4.4,2,4,3,10
"P8A9l3x2_UIMsNyO1NOndw",5,0,1,1,1
"p8pBnwn_xifwWZPrfwSlcg",2,0,0,0,1
"p9Gd2xNehN6kOE1zK0J_tA",3,0,0,0,1
"PA3ztLFGwZgbV_q1FqwcAA",3.63636363636364,1,5,1,11
"PAGec1ngGIblkjEl3j2dOA",3.5,0,0,0,2
"PaLiV3A-WWHnsSY5oy9j2w",3,0,0,0,2
"paq9vQaLh_Zq-TLXuTZTpQ",4,0,0,0,1
"pB4RF3wSp3O0qY-U9vN98g",3.5,0,0,0,2
"pbtjLDA99dG2ej-w6iBlDA",4,0,0,0,1
"PDxoMKnu1oQIIN-c4fXJLg",5,0,0,0,1
"PDZPSbA3PzPgZu2BkHTvSA",1,2,4,2,1
"pEQY0JAfTMe6bzNyipsetA",1,0,1,0,1
"PgW9kbCBCovax4WgEKy8xA",2.66666666666667,1,2,2,3
"PH5Hre6hfyXoBfPl-yWeWw",3.42857142857143,0,2,1,7
"pj-GcTlXX-r-lv8lwdmz4A",2,1,0,0,1
"Pj7KDrvI7AFqaYVgNK5R5g",4.42857142857143,1,7,2,7
"PJtsE00YT0gtlE9Owu6uJQ",3.66666666666667,1,0,0,3
"PKCadX1h4E3w1e1lU8Jr_A",3,0,1,0,1
"PkDBEfjJ-qSYfecCoCW3Lg",5,0,0,0,5
"pl_V5Ly1xUz2pNQylhoOIA",5,0,1,0,1
"plCWq8SR2KpQL2qWw0CKYg",4,0,0,0,1
"plNy9iRaTasckjl6Lb-zAA",3.36363636363636,29,28,15,11
"Pm4WFgwddtnuFTVTozx19w",4,0,0,1,1
"PM8xtdN9vM-rwPKXfFdwVw",4,0,0,0,1
"PmDHdnS-EkD4mOIsHD-dVQ",4,1,2,0,8
"pMju9J1RtJGcAufB3Vz9QQ",1.33333333333333,1,2,0,3
"Pmls9eFmrSMJ3Ro7AwRC6g",1,1,1,1,1
"pMM6od8ZfgtyRfvEkOfgNQ",4.625,3,8,2,8
"PmY_v_InZBZZbfIjOeRsGg",5,0,0,0,1
"pn6t2bckCtDw6Y9qI9FyBw",2.5,1,0,0,4
"pnUQXwVGP6EaxvY064Kjxg",1,0,1,0,1
"Pov3M6OfrLaDVMkB_YrMQg",1,0,8,0,3
"pOwI9VgLDG5qGp8i9dPIrw",5,1,2,1,1
"Pp4x4f4qPKKRw4Dxk5gCHQ",4.5,0,0,0,2
"pPdXTq7uA9Y5YqqWGfZJyg",4,0,0,0,1
"pPxnAz-OeDqbYPdzwCjSDA",3,0,0,0,2
"pqiutjFVVzVZpmarUHvqDA",2,0,0,0,1
"pQnaIq55At8ctwvIcFiP5g",2.33333333333333,0,2,1,3
"PR6T0kmxkCPfwa_s3BTVWA",4,0,1,1,1
"PRGphKqh6iUZrorI0NkBYg",4,0,1,0,1
"PRQ5G6s7x4AoTQOZP0Tl1Q",4,1,1,0,2
"pS1NhnDvGVyimrsGFi-tHg",5,0,2,1,1
"pSd49WkB33YFPCCB655VuQ",3,0,1,0,2
"psKmvETtm5OV5TEPyIdyGA",2,0,0,0,1
"Ptkyx5Vd3iFDUVEHOCHwjA",2.66666666666667,0,0,0,3
"pTUivYonmC6zNMvUicJUtw",2.5,1,5,1,2
"ptuVjQVlKd9mHIM_j8L_FQ",5,0,0,0,1
"PuHc87hQiAQ1bE75bVnlAw",3.33333333333333,0,7,0,3
"PVDib5VjViUxSH4s3r4HUw",4,0,0,0,1
"pVflzF-ORBBZFg7h8revkw",4,0,4,0,3
"PvIeWl21RbH7LlK9q7uNXw",4,0,2,0,3
"PvOpw3G0uie3w_1uOpkgiw",4.14285714285714,0,2,2,7
"Pw1vvgW6Jn_MEaZ6DjC6lg",1,1,4,0,1
"PWtlBs3PCH1l0DdypgEszw",3.16666666666667,0,1,1,6
"pWTUeXZKI6oJ78WTET5y2A",3.56521739130435,14,73,26,69
"py9UOLhowF4UGoqf5LS1-g",3,0,0,0,1
"PyHN1R2_Hs1afrDf5inE6Q",4,0,1,1,1
"q-kTUbrW3GGNZkyjdzPjSw",4,0,0,0,1
"Q19ma7ktFecmj-v0pfMecg",1,2,7,2,1
"q3Aemeb_BXf1ZafynZ7Qfg",3.83333333333333,1,2,0,6
"Q43j4rd_K0YEjGAb7qB8MA",3.47058823529412,107,94,53,34
"q4y29fuuGOzyUrIZlxq1Lg",3,0,1,0,1
"Q7Fxq_PenTjqMQqwU8R11A",5,0,1,1,1
"q8SHQQuNO0CzS1dxsnGVVQ",5,0,2,0,1
"q98ib8iHn2lJCB6Mq6HPcw",5,0,0,0,2
"q9BKnyqR9roAsWnxAIaWVA",4.27272727272727,7,20,12,11
"Q9QeSCPArkC2R3_d6u4Tvw",3.14285714285714,0,2,0,7
"Qa9NEkzM1zqHr_ZCj7E-qg",3,0,0,0,2
"QaILuMnFAYvPWwpCZFSP-g",4.19047619047619,2,12,4,21
"qASGlYeWeeGKi7t3MEmqjA",3.66666666666667,0,0,0,3
"QasgYY5G56ei2Cc2XLXubw",5,0,4,0,2
"QaUoU9PO14tAhRgJxDCLZQ",5,0,0,0,1
"qbXjFRONkSrvCqTXknvWqQ",5,0,0,0,1
"qcBEh_PFohFIJFcK9J23Sg",4.11320754716981,13,47,21,53
"QCgpWslmm1E-7uPgzp30fQ",4.2,0,4,0,5
"qcXpyzzkQmfn5MPXXe9wWA",4,0,1,0,1
"qdB_t0cm0vk6v4kXrkECSw",4,0,1,0,1
"QEDVhdE7tK6aQp1WuJY69g",4.5,2,3,2,2
"Qem9aWjX711wWdh1q_MILQ",1,2,2,1,2
"QeUtJQmLeEb49Us2MsYmpw",3.66666666666667,1,3,1,3
"qExTGvk2uLtUB2AFAeo0iA",5,1,0,1,1
"qf2H6esJYrNf6XMCcGLZSw",3.125,1,3,0,8
"qGFt3x-OK4rbMT6B_Y6cPA",3.11111111111111,8,20,14,9
"QHguW0BNdNF4lr8YyNmXkg",4,0,1,1,3
"QhT7Zb-cIkSmeRryDTDljQ",5,0,0,0,2
"qHWh6uzrP2DVjM00xvO_cw",2.5,0,1,0,2
"QIpga4R5H0gbdo65Ut-4Kw",3,0,0,0,2
"qIzk-gTTLaIxqYuIFOUhGw",2,0,1,0,1
"qj01fLOPbLHl0lSDg70IQQ",4,0,0,0,1
"qJ0x8BAuWfOPlGWn8_giTA",3,2,0,1,2
"Qj5dug-d0irAeQsEfm4zPw",5,0,0,0,4
"QKCuTd4-VKvFga5tnLhgCQ",4,0,12,1,6
"qKlJD43nB9fKaZEkMqiJQQ",4.27272727272727,6,13,6,11
"QL2zDVRloXHWLntbOfj1sA",4,0,1,0,1
"Ql3VuJShSkOIM9UJR6pUvg",5,0,2,0,1
"QLKtmPWogaP7DhMz5115ow",3,0,0,0,1
"qNANO9sFNVPMPfuogtBZXg",3,2,4,2,2
"qNixYIcVcZu58AbJcZ-Asg",3,0,0,0,1
"qo1bXmTwArJbwJJ4KxPymA",2.25,1,3,0,4
"QO4TLsJNcXx8Xaa5PkYXZw",4.2,4,9,5,5
"QoA_alwl4kxtLcK49uVfMA",2,2,0,0,3
"QOnt4XLyh2Ztkj8jCPVXyQ",5,0,1,1,1
"qqaZLaDFldR06_Hx8NGjnw",4.66666666666667,1,5,3,3
"qrX3s0BfiHQTH_gmnyysjw",3.66666666666667,11,54,12,48
"QS80110OM4i__aKTtFN-RQ",3.66666666666667,0,0,0,3
"qsXlyZqxjQuojWIWzeXnnw",3,0,0,0,1
"qT17WVkJi0RvQ4nNPN6NDw",3.44230769230769,39,76,51,52
"qTkUpkvALOBP4HEmnNFy4A",4,10,17,9,15
"Qu_mZmstLtd8hJF2dSVN9Q",1.5,0,4,1,2
"QuQoF0LM9HOmxadQTlXNMA",3.25,1,0,0,4
"qvbkkqAlb3ip2gbReehUyw",1,0,0,0,1
"qwmfYLq3UGoR6c4-MVugYQ",3.42857142857143,2,7,0,7
"qxjZ-IqWBxm8bE4jMrVMnQ",5,0,2,0,1
"qxWnPbCD2w7tlHSsFmchXw",5,0,0,0,1
"qXYnSlNreZcMyQIXFNTPQw",2,0,0,0,1
"Qyi4yLHXwyrueAF9BVjztA",3,0,1,0,2
"qyn2AtPGhMP3fY_j8r9Gtw",1,0,1,0,1
"QzObpREJTVfMx-d-lZ2NTw",4.5,0,2,0,2
"QZVwlm3N-ZHb9XYFKnbZQg",1,3,4,3,1
"R_XsfkiFg_fFK3lSdlqp3Q",5,0,0,0,1
"r-6GYkCVeEFVArUKMme-OQ",3.53333333333333,14,55,22,30
"R-v3gch83-baVvpZOdDPvQ",3.66666666666667,1,4,1,6
"R0Pd_PJNQSCsiBsGFxVzOQ",5,0,0,0,2
"R40_K8gytIgGuX4OAJES0g",5,0,1,1,1
"R4HSH_e4vO9zoDfiYjK_Uw",4,0,0,0,1
"r63D6SDvVnl61L5ASo1Csg",2.75,0,1,0,4
"R6OdqGQTtr2aDb-KWqHtxw",4,3,10,6,6
"R72CI6kJn78OJxsVh5XUbQ",3.28571428571429,3,6,1,7
"r8nJMwYV5rxutGgm1_QtpA",4,1,0,0,4
"r96a9S8EGj75ZhaxONK8Rw",5,0,2,0,1
"R9mVjYZUj_UysW9hxfBclA",4,0,2,1,3
"r9v8u08yls6-G2_BD2ya3Q",4,12,15,10,2
"RAiik7ikTBmp6pnGDcavoA",3.66666666666667,0,1,0,3
"raNtOxh-43siw1cxcKqLYw",5,0,0,0,1
"RAplevcB95dQL-nJMfKLTg",4,0,2,2,5
"RBaZrt6jd3tf2WXI7TEriA",4.16666666666667,2,7,2,6
"RCuhxW-KzbfHA394h_g6og",1,0,0,0,1
"RdLUQlhDiy-Q_bcDQ5nenA",4.66666666666667,0,0,0,3
"rdsqbZD1fsn_apstSPassw",4,0,3,1,1
"rE8ZpfVucwN5EAnSKO06_g",5,0,1,1,2
"rEgGtZ2Y8l1O6g0RZXAN7g",5,0,1,0,1
"RF6YtkHA6dpf6TksnQV7ag",4,0,1,0,1
"rfbephJRoDMVcuFc8UawFQ",3.14285714285714,0,0,0,7
"rFBu_XD_N1llrVMsojpG_g",3.875,8,27,24,8
"RHkgrqPcpHjWAkL7AztdcQ",5,0,0,0,1
"Rht2lVCKsRsHaZZBTKWQCw",4,0,0,1,3
"Ri8jeh5ZmDF6bXl6Wqshww",2.66666666666667,0,1,1,6
"RINLjjDiIE56zjE0Nm4hjA",1,0,0,0,1
"riSjTJrxTo-rzRZXsgrKhQ",3,0,0,1,1
"RiWyLrlbg6EzAXt8O36VAg",4.44444444444444,0,13,7,18
"RJ835QwvhNTXJYJVvDAjxg",5,0,1,0,1
"rjAlL1eXaKPatS40ybgC5Q",4,0,0,0,1
"RjL2Pdii55faQ5cc9Fc-aQ",3.85714285714286,3,4,2,7
"Rk95w-MMDzXzIvCF0SJUtQ",4.5,5,25,23,10
"RLF415Kbh0ZQ1UZ7fCZHmQ",3.2,16,11,7,5
"RLz2xhatXJTA_lIMT3a-uA",3,0,0,1,3
"rm3xZv8rU50RMCUfGbrOYg",4.25,5,7,6,4
"rmMrpvHRURVCmCEi6vBxBg",4,0,2,1,1
"rNpLYObuNqSz1KG4q-zieA",2.75,1,3,1,4
"rOcys61GECkplU9fzUwPmg",4.66666666666667,0,1,0,3
"ROru4uk5SaYc3rg8IU7SQw",4,0,0,0,1
"rPAmGmtW_ELnw6YD73GrKw",5,0,0,0,1
"Rpd_Vun9D63J2mf7p1Jhgw",4.66666666666667,0,0,0,3
"rPS25wCR7dhgy_uDzsA7vQ",3,0,2,0,10
"rQ5pqYUrzZSK-uuQ_ZMEeg",3.8,5,12,7,15
"RQ7UXZK7HmwIqyflSc9o_A",4.66666666666667,2,8,4,3
"rQW6P-qDPa3vGHHxHi6bwA",3,0,0,0,1
"Rr1q5BfuV9u6sJX98aOgCw",3.88888888888889,3,19,1,18
"Rr1SwkDviA2vFE_755SWkA",4.66666666666667,0,0,0,3
"Rs1gCs12gCjwbYoLtnic-w",4.5,2,1,1,4
"rSrxaxqxn2T2c7JBbqxzcg",5,0,3,0,1
"rtLrxg-nbRL_CvwG66aKeQ",5,0,1,1,1
"rtyId4LjEq5BgjRE7DLGVQ",4,0,1,0,1
"RujIu0-x98XIJB0P2_fFFQ",5,0,4,0,2
"RUOHfwiqDLb4kf_h_xhOUQ",4,1,1,1,2
"RV8lYD4h3gW0KcAmFNflHg",4.2,0,2,0,5
"rvBFfzQ1hOd66PoIRN4J8w",5,0,1,0,1
"RWXHIBiGdhv9SqYMBhGagw",4.66666666666667,0,1,1,3
"rx05eUBx-7amjw0lBk-Wzw",3.5,1,3,0,4
"RXLGgd8KIKO7PqqrnDiTfg",5,0,0,0,1
"rxNiJzemV2g9mxDEzpWetQ",4,0,0,0,1
"RyqvQBBBLzkHXSxP4ZqucA",4.66666666666667,0,0,0,3
"RyrfesQyDhZA8ZWIXaA2fg",1,0,0,0,1
"RZI4I0NtZSfkwzY0oNkOEA",5,0,1,0,1
"s_zGQcM6li1g_LlceY2wbQ",4.5,0,1,0,2
"S-07w5CJfDmEBTNZ9V-ycw",4.26388888888889,142,243,167,72
"s2D7XmX2MPomwjHBi8TSuw",3.7,1,12,11,10
"s2JTkU5BbXg7-aHeLDIWLA",4.66666666666667,1,6,0,3
"s3vb2b2niHjOT6vMxZNbUw",4.16666666666667,1,2,0,6
"S491UwhtkHOu9_jFjlSO-w",3.5,0,1,0,2
"s5RFs4OKcBMwqrBi9bpXSw",5,0,1,0,1
"S6m3ugBrZhReSvHztTISMQ",4.5,1,2,1,4
"s7oeCc6Uk6zrGxOQLeLdfA",4.66666666666667,1,1,0,6
"S84E-NLNx2s2zyyJHjDD5g",3.54545454545455,1,7,3,11
"SAaJZJBuoAghlT_pFw8EIw",3.6,2,7,5,5
"SBEkmqma7Z7D7Ija5QhiVw",1,1,0,0,1
"SBvUwXXqG3-3ShiYsTwFZw",5,0,2,0,1
"scxmg3Pu_jjpXSyFWH8-Cg",3.77272727272727,3,7,4,22
"SDEa0c144VSkR5ibiXt2Bw",3.25,6,5,5,4
"sdVzdWFhIRU_wvesG6qTeQ",5,0,0,0,1
"sdZI3VAVPQY-U2l6Z7bb1A",1,0,1,0,1
"se5RCWngDAuoYNNIfp2CmA",1,0,1,0,1
"se8hvmJurptPeLvcmVm5JQ",5,0,1,0,1
"sEEgL7mTKtmVm8JmhiRG-g",5,0,2,1,1
"seXUS5G1AffBN822f25uVQ",3.6,1,14,1,15
"sFt1vn45RFX6uo2S7GWhug",5,0,0,0,1
"sfY1HQk4lMu21lrr59t6zQ",4,3,2,3,1
"SGidO4YNYR650C1T2C27hQ",2.5,0,0,0,2
"SGiGH_qQAQ8_jSr3ms0LsA",3,0,2,0,1
"SGLAt1v5hsIORsie60LIaw",2.94444444444444,5,10,5,18
"SGXahHRReksq3m_Zk9V20w",2.828125,40,140,30,128
"sHokapvPkjRAmeyBian4fw",5,1,3,1,1
"siAQf3MZwhhqoZ0LjD75oA",4.42857142857143,2,4,0,7
"SIG_tdhVIapMsHzYjIFyAg",2,1,0,0,1
"siko5Gdl295rCXZ57cGDpQ",4,0,0,0,1
"sJ5dcw_EK2TVGMXvHamw-A",3.2,0,3,1,5
"Sjq20F6TBdb1PD3SyM2sDg",3.5,0,2,1,2
"SJYrz9LJ99EFXqtkwCla-w",4.625,0,10,1,8
"Sl0Vy1PxfkDvuojvCWbCPw",4.5,0,1,0,2
"SLevpShkCzruBJRT6m51Qg",4,0,0,1,1
"SLGIbLSk4xnN8SMicj4jJg",5,1,3,3,1
"SLJtPZNy0EB-TQ9ht9f7Iw",2,0,5,1,2
"sMTQLiu1LMAKMTtJpbfidw",2,0,0,0,1
"SNH5L8QZ4kT9unURQUrYow",3.93023255813953,156,245,182,86
"SovEAf90E9SEt6gyk1aUjg",5,1,2,1,2
"sr2vneh5UjFiZrTTxNAOxg",3,0,2,0,1
"sRY6eXXj2PDCtiRjxeax0Q",3.5,0,0,0,2
"ssrs_xgmEZh39R_Gk9QxpQ",3.66666666666667,0,4,4,6
"ST8tcSAmT9Fsjpe63_d5ww",5,0,1,0,1
"StjJXwaUDs-K7f-SZACs3Q",5,0,0,0,1
"STpnpds2AYkfN53n9KMMJw",1,0,1,0,1
"stvMwNi8QZg9D0JrsNYkaA",4,0,1,0,1
"sU-HaOJ5c6QjpYd_TP7DZA",4,0,0,0,1
"sUTQfzzxxc2c3g6cFH19pQ",3.4,4,41,14,40
"sUxEkOyaCXAdYJw5uNw3WA",5,0,0,0,1
"SV7w8o_dtHjBMouk-9LDWQ",3,8,23,8,15
"SvFtxW97zN74OT04Tx5qRg",4,0,0,0,1
"sxJkdYa_puuahGbTs7osUw",2,0,0,0,1
"SycnHCkjO-EolHsnLZa9IA",5,0,1,0,1
"SYSVSNsOvkSHVgtb8bXYOQ",3.4,5,4,3,15
"szj_G0suXZIveT2cvNXLQQ",4.6,0,2,1,5
"t_q3dXJM9TJQpQJqZIn5KQ",5,0,0,0,1
"T-fNA0Z-iEzRhSiIlxs38w",3.6,0,5,2,10
"t162WLprI8e5Ir8EBM_o1Q",3,0,0,0,2
"t1G2FUnxaghok0CboYqxQg",5,0,0,0,1
"t3Ul_BUWCobJPfDcKRSXtg",3.5,0,3,0,2
"T5mD6ggC7fh48QgXR0LevA",3.36538461538462,74,254,138,156
"T6c6AoYFKGysVmucJFzvhw",3.58333333333333,3,9,2,12
"T7JoP2UJVGE_ZtPnxSmT9w",5,0,0,0,1
"T7QG8ge2ukcfvEosSkg8yA",2.71428571428571,0,3,0,7
"T8HM9hiSVvmBy3tJYIqBuA",3,0,0,0,4
"t94r7YgBKeWpFsXo2_1M0Q",4,1,1,0,1
"t9K1768NmgXRReY8998P1A",4,0,2,1,2
"tbaNig3zlnnca4z1TRdWkg",5,0,0,0,1
"tCQBZogpMkCZQxpBjVG23Q",3.18181818181818,2,6,4,11
"td90ZUpYlY5u1yJHKwsj1g",5,0,0,0,2
"tdcwM6QqKdsZcepq0FZ3rw",4.5,0,0,0,2
"TdS2c9OGL2I9nWi9GPEhKg",4.42857142857143,2,6,4,7
"tdYKfTbNp4hesWCQZtZ1Rg",4.5,4,6,5,2
"TEnNRp80nCiBZZ5zm2qOGQ",2,1,1,1,1
"tezU8y90HSVl2juJyOF9iw",3,1,0,0,1
"Tfel9CRR1wHRqRivVl3X8A",2,0,1,0,1
"TFW32qhkOG_yh_lFWlgjnQ",2.75,1,0,0,4
"TgTgcxSlqnURyG3v7AVr9g",3.5,1,1,0,2
"th1iitwRur97VFZIyhIHNA",4,0,0,0,1
"thxwzCVbaEeL0rXj8Je87g",5,0,0,0,1
"tIDhqxBcwWLyMnbN49LzWQ",4,2,4,3,2
"Tj-XKNlIPMJfySHAvFEAnA",5,0,3,0,1
"tjWy0c2Q0BrcBmWihorDTw",4.25,0,0,0,4
"tkqtskHNCg5xgP94geoS1A",3,0,0,0,1
"TKUQZAgSHCtUjfnjsf7IUg",4.125,2,3,2,8
"TlElCULCbA4V2yoSdTFSYA",2,0,0,0,1
"tmenRuxwRehYPOYOPjO6uQ",4.72727272727273,0,2,0,11
"TObZs5bPfIw5u02e9XCPkQ",3.47058823529412,5,25,4,17
"tP7M_BPddrcbdBl5Mp6sJA",5,1,0,0,2
"tpFbRhcoYf6jnJy7Kk5hQg",5,3,2,1,1
"TPj2H2OD4mEyxIjRTbFagw",4.09523809523809,17,76,46,42
"TpSs9KJCX68yXAAzZ9_LIw",1,1,2,1,1
"tQgcXTvbz4lkBht9eyZ1Lg",2.66666666666667,3,4,3,3
"tqIdoVKUaaoeO0QxKIbQIA",2.33333333333333,0,0,0,3
"TRgrepf1Ai05Q3OhbO3DxA",1,0,0,0,1
"TrjJ0rPAWCFFv7WhchHKzQ",4,0,0,0,1
"TSN_KWBsNc4pAoChdpwi1Q",5,0,3,1,1
"tSw-n5zJvvR-7S4FHaFU1A",1,0,0,0,1
"TTw5bv-NYWmYaDVZEBdrMg",3.22222222222222,11,21,15,9
"TUI6YIfBBe7ivDqJpO6FnA",2.75,1,3,2,4
"TUrH3mbJ2Yg9Is9y99s6cg",1,5,3,3,1
"tuV1Lb_DYVAcsVT23DmzXg",4.85714285714286,1,4,1,7
"tVoCVBUg-ubBMLQlX5_SVQ",4.14285714285714,0,5,2,14
"tVVnAlU3vPvm4KUh2o3fug",4.33333333333333,2,12,18,3
"tWM0SfyOhevQfhj2r15Rwg",3.33333333333333,1,1,1,3
"TWmHf0GabHfW44yBlz_-Gw",1,0,2,0,1
"TWUm7SqypduHa9Dxq5zwCQ",4,0,2,1,1
"tYncSGV3qDGJ0h9ly6DWdg",3.55555555555556,85,102,96,9
"tYYc1-_kI40IYLoyahZ_WQ",4,6,9,8,4
"tZ4hQ8OeJksc-v8pWuzs3Q",5,0,0,0,1
"u__7G-RO3MNeXzAhI-zb6Q",4,0,0,0,1
"u_pd2jHaEfDD-jyiapPl5w",3.4,1,5,1,10
"u0-zdXU7pGS48oSjmXquBw",5,1,1,0,1
"u2uBYfU3snir3Cf0R0sOuQ",4,0,5,0,3
"u3TBAjZYbELsSQWG7hB4IQ",5,1,1,1,2
"U4E0mci8eBfGlwFLWo2cIA",5,0,2,2,1
"U5JyHRVayfHRHipogAq84A",4,2,3,0,4
"u65Wk1-FJtFsLvibX9mdDQ",4,0,1,1,1
"u6MdSh3myu9A-z5c75ZE8g",2,0,2,0,1
"u8ZZKGsDnWGrzRSLofWTxA",5,0,2,1,1
"U9TF-UgnoURN2E8QQHbw5w",4.35,0,26,5,20
"UaIq_zJxnVxU_HfvC16i_A",4.81818181818182,1,6,1,11
"uAl2aDJQVHnMbMg576ZQKg",1,0,2,0,1
"uaWooGMfsMnfcBdVnqeDjw",5,0,0,0,1
"UB7g7flEPcCK32I2iRd7eA",4,1,1,1,2
"uc04YCxFi1ZUj5N9mfiUyQ",3.74626865671642,196,265,234,67
"uCb3zzlC83tr5W-xcBJfXw",4,0,0,0,1
"uD7rc4L_gygNCKvM2Et1Zw",3,0,2,1,2
"udIDbfMFP0zE9jlrpIh58w",5,0,0,0,1
"UdP8bnjyV9F8lj9RAimhrA",4,1,3,3,1
"Uf-jZhhEYRIFxzyT1d5R6Q",3.5,0,5,0,4
"uFbPU8MqdxRBb_Fq0GPRrA",4,0,0,0,1
"uFCUOKwOEeIGACMrc3wtmg",3.5,0,10,3,6
"UfMHoQ4lic1aCkXFa4TxlA",2.33333333333333,1,3,0,3
"UgHQwIwc-69nVfGtmU0_nA",4.5,0,0,0,2
"UgttlReSB8g9YF3URK8BPw",3.66233766233766,36,84,60,77
"UgYLY4-QhuxfD9TLlqSBxQ",4.58333333333333,0,3,0,12
"Uh_NwYyqyI9jhyOTa0tF4g",2,0,0,0,1
"UHtC8SbKZ6ASHsOEziMNAQ",4,1,3,2,2
"UJ6Lklm3lCervkMbaQqkjw",4,0,1,0,1
"uj8CJwk9K_rjo8tyaEGPNg",3,0,1,0,2
"ujDoMIAlFDAP14ebf5Xczw",5,0,0,0,1
"uk05fdDMxpI4IY3DW2mheQ",4,2,2,0,5
"uK9Oh-IgPT4MOCJ69KSRSg",4,0,0,0,1
"uliUZShBIU1-V2MQC6xMVQ",2.5,3,9,4,2
"uLSwx8MTNIE1b8bZlDLYRw",5,0,1,0,1
"UNaAFqwr-GGHpn3Rlnn5Ug",3.66666666666667,3,2,1,3
"uO0jZk02PIQg3rrrU49uhw",2.5,0,1,0,2
"uofZCdM_NhwL9dRqhsXpPA",5,0,0,0,2
"UoN_4oNj-D4fQ6A2RbGomA",5,1,4,3,2
"uOpq5F331ReFiu_cNxdlKA",3.6,0,4,1,5
"UoqlSDBjvZeAspIZ6J06ag",3.70588235294118,0,8,2,17
